point,coordinates
577_Geneve_center,"6.171803,46.200256"
577_Geneve_vertex1,"6.174394,46.200285"
577_Geneve_vertex2,"6.173063,46.201829"
578_Geneve_center,"6.171731,46.203372"
578_Geneve_vertex1,"6.174322,46.203401"
578_Geneve_vertex2,"6.17299,46.204945"
579_Geneve_center,"6.171658,46.206488"
579_Geneve_vertex1,"6.174249,46.206517"
579_Geneve_vertex2,"6.172917,46.20806"
580_Geneve_center,"6.171586,46.209604"
580_Geneve_vertex1,"6.174177,46.209633"
580_Geneve_vertex2,"6.172845,46.211176"
581_Geneve_center,"6.171513,46.212719"
581_Geneve_vertex1,"6.174104,46.212749"
581_Geneve_vertex2,"6.172772,46.214292"
582_Geneve_center,"6.17144,46.215835"
582_Geneve_vertex1,"6.174032,46.215864"
582_Geneve_vertex2,"6.1727,46.217408"
583_Geneve_center,"6.171368,46.218951"
583_Geneve_vertex1,"6.173959,46.21898"
583_Geneve_vertex2,"6.172627,46.220523"
584_Geneve_center,"6.171295,46.222067"
584_Geneve_vertex1,"6.173887,46.222096"
584_Geneve_vertex2,"6.172555,46.223639"
585_Geneve_center,"6.171223,46.225182"
585_Geneve_vertex1,"6.173814,46.225212"
585_Geneve_vertex2,"6.172482,46.226755"
586_Geneve_center,"6.17115,46.228298"
586_Geneve_vertex1,"6.173742,46.228327"
586_Geneve_vertex2,"6.17241,46.229871"
587_Geneve_center,"6.171077,46.231414"
587_Geneve_vertex1,"6.173669,46.231443"
587_Geneve_vertex2,"6.172337,46.232986"
588_Geneve_center,"6.171005,46.23453"
588_Geneve_vertex1,"6.173597,46.234559"
588_Geneve_vertex2,"6.172265,46.236102"
589_Geneve_center,"6.170932,46.237646"
589_Geneve_vertex1,"6.173524,46.237675"
589_Geneve_vertex2,"6.172192,46.239218"
590_Geneve_center,"6.170859,46.240761"
590_Geneve_vertex1,"6.173452,46.24079"
590_Geneve_vertex2,"6.172119,46.242334"
591_Geneve_center,"6.170787,46.243877"
591_Geneve_vertex1,"6.173379,46.243906"
591_Geneve_vertex2,"6.172047,46.24545"
592_Geneve_center,"6.176449,46.167585"
592_Geneve_vertex1,"6.179038,46.167613"
592_Geneve_vertex2,"6.177707,46.169157"
592_Geneve_vertex6,"6.177779,46.166041"
593_Geneve_center,"6.176376,46.1707"
593_Geneve_vertex1,"6.178966,46.170729"
593_Geneve_vertex2,"6.177635,46.172273"
594_Geneve_center,"6.176304,46.173816"
594_Geneve_vertex1,"6.178893,46.173845"
594_Geneve_vertex2,"6.177563,46.175388"
595_Geneve_center,"6.176232,46.176932"
595_Geneve_vertex1,"6.178821,46.176961"
595_Geneve_vertex2,"6.17749,46.178504"
596_Geneve_center,"6.176159,46.180048"
596_Geneve_vertex1,"6.178749,46.180076"
596_Geneve_vertex2,"6.177418,46.18162"
597_Geneve_center,"6.176087,46.183163"
597_Geneve_vertex1,"6.178677,46.183192"
597_Geneve_vertex2,"6.177346,46.184736"
598_Geneve_center,"6.176015,46.186279"
598_Geneve_vertex1,"6.178605,46.186308"
598_Geneve_vertex2,"6.177274,46.187851"
599_Geneve_center,"6.175943,46.189395"
599_Geneve_vertex1,"6.178533,46.189424"
599_Geneve_vertex2,"6.177202,46.190967"
600_Geneve_center,"6.17587,46.192511"
600_Geneve_vertex1,"6.178461,46.19254"
600_Geneve_vertex2,"6.177129,46.194083"
601_Geneve_center,"6.175798,46.195626"
601_Geneve_vertex1,"6.178388,46.195655"
601_Geneve_vertex2,"6.177057,46.197199"
602_Geneve_center,"6.175726,46.198742"
602_Geneve_vertex1,"6.178316,46.198771"
602_Geneve_vertex2,"6.176985,46.200314"
603_Geneve_center,"6.175653,46.201858"
603_Geneve_vertex1,"6.178244,46.201887"
603_Geneve_vertex2,"6.176912,46.20343"
604_Geneve_center,"6.175581,46.204974"
604_Geneve_vertex1,"6.178172,46.205003"
604_Geneve_vertex2,"6.17684,46.206546"
605_Geneve_center,"6.175509,46.208089"
605_Geneve_vertex1,"6.1781,46.208118"
605_Geneve_vertex2,"6.176768,46.209662"
606_Geneve_center,"6.175436,46.211205"
606_Geneve_vertex1,"6.178027,46.211234"
606_Geneve_vertex2,"6.176696,46.212778"
607_Geneve_center,"6.175364,46.214321"
607_Geneve_vertex1,"6.177955,46.21435"
607_Geneve_vertex2,"6.176623,46.215893"
608_Geneve_center,"6.175291,46.217437"
608_Geneve_vertex1,"6.177883,46.217466"
608_Geneve_vertex2,"6.176551,46.219009"
609_Geneve_center,"6.175219,46.220552"
609_Geneve_vertex1,"6.177811,46.220581"
609_Geneve_vertex2,"6.176479,46.222125"
610_Geneve_center,"6.175147,46.223668"
610_Geneve_vertex1,"6.177738,46.223697"
610_Geneve_vertex2,"6.176406,46.225241"
611_Geneve_center,"6.175074,46.226784"
611_Geneve_vertex1,"6.177666,46.226813"
611_Geneve_vertex2,"6.176334,46.228356"
612_Geneve_center,"6.175002,46.2299"
612_Geneve_vertex1,"6.177594,46.229929"
612_Geneve_vertex2,"6.176262,46.231472"
613_Geneve_center,"6.174929,46.233015"
613_Geneve_vertex1,"6.177522,46.233044"
613_Geneve_vertex2,"6.176189,46.234588"
614_Geneve_center,"6.174857,46.236131"
614_Geneve_vertex1,"6.177449,46.23616"
614_Geneve_vertex2,"6.176117,46.237704"
615_Geneve_center,"6.174784,46.239247"
615_Geneve_vertex1,"6.177377,46.239276"
615_Geneve_vertex2,"6.176045,46.240819"
616_Geneve_center,"6.174712,46.242363"
616_Geneve_vertex1,"6.177305,46.242392"
616_Geneve_vertex2,"6.175972,46.243935"
617_Geneve_center,"6.180296,46.169186"
617_Geneve_vertex1,"6.182885,46.169215"
617_Geneve_vertex2,"6.181555,46.170758"
617_Geneve_vertex6,"6.181627,46.167642"
618_Geneve_center,"6.180224,46.172302"
618_Geneve_vertex1,"6.182813,46.17233"
618_Geneve_vertex2,"6.181483,46.173874"
619_Geneve_center,"6.180152,46.175417"
619_Geneve_vertex1,"6.182742,46.175446"
619_Geneve_vertex2,"6.181411,46.17699"
620_Geneve_center,"6.18008,46.178533"
620_Geneve_vertex1,"6.18267,46.178562"
620_Geneve_vertex2,"6.181339,46.180105"
621_Geneve_center,"6.180008,46.181649"
621_Geneve_vertex1,"6.182598,46.181678"
621_Geneve_vertex2,"6.181267,46.183221"
622_Geneve_center,"6.179936,46.184765"
622_Geneve_vertex1,"6.182526,46.184793"
622_Geneve_vertex2,"6.181195,46.186337"
623_Geneve_center,"6.179864,46.18788"
623_Geneve_vertex1,"6.182454,46.187909"
623_Geneve_vertex2,"6.181123,46.189453"
624_Geneve_center,"6.179792,46.190996"
624_Geneve_vertex1,"6.182382,46.191025"
624_Geneve_vertex2,"6.181051,46.192568"
625_Geneve_center,"6.17972,46.194112"
625_Geneve_vertex1,"6.18231,46.194141"
625_Geneve_vertex2,"6.180979,46.195684"
626_Geneve_center,"6.179648,46.197228"
626_Geneve_vertex1,"6.182238,46.197257"
626_Geneve_vertex2,"6.180907,46.1988"
627_Geneve_center,"6.179575,46.200343"
627_Geneve_vertex1,"6.182166,46.200372"
627_Geneve_vertex2,"6.180835,46.201916"
628_Geneve_center,"6.179503,46.203459"
628_Geneve_vertex1,"6.182094,46.203488"
628_Geneve_vertex2,"6.180763,46.205032"
629_Geneve_center,"6.179431,46.206575"
629_Geneve_vertex1,"6.182022,46.206604"
629_Geneve_vertex2,"6.180691,46.208147"
630_Geneve_center,"6.179359,46.209691"
630_Geneve_vertex1,"6.18195,46.20972"
630_Geneve_vertex2,"6.180619,46.211263"
631_Geneve_center,"6.179287,46.212806"
631_Geneve_vertex1,"6.181878,46.212835"
631_Geneve_vertex2,"6.180546,46.214379"
632_Geneve_center,"6.179215,46.215922"
632_Geneve_vertex1,"6.181806,46.215951"
632_Geneve_vertex2,"6.180474,46.217495"
633_Geneve_center,"6.179143,46.219038"
633_Geneve_vertex1,"6.181734,46.219067"
633_Geneve_vertex2,"6.180402,46.22061"
634_Geneve_center,"6.17907,46.222154"
634_Geneve_vertex1,"6.181662,46.222183"
634_Geneve_vertex2,"6.18033,46.223726"
635_Geneve_center,"6.178998,46.22527"
635_Geneve_vertex1,"6.18159,46.225298"
635_Geneve_vertex2,"6.180258,46.226842"
636_Geneve_center,"6.178926,46.228385"
636_Geneve_vertex1,"6.181518,46.228414"
636_Geneve_vertex2,"6.180186,46.229958"
637_Geneve_center,"6.178854,46.231501"
637_Geneve_vertex1,"6.181446,46.23153"
637_Geneve_vertex2,"6.180114,46.233073"
638_Geneve_center,"6.178782,46.234617"
638_Geneve_vertex1,"6.181374,46.234646"
638_Geneve_vertex2,"6.180042,46.236189"
639_Geneve_center,"6.178709,46.237733"
639_Geneve_vertex1,"6.181302,46.237762"
639_Geneve_vertex2,"6.179969,46.239305"
640_Geneve_center,"6.178637,46.240848"
640_Geneve_vertex1,"6.18123,46.240877"
640_Geneve_vertex2,"6.179897,46.242421"
641_Geneve_center,"6.184144,46.170787"
641_Geneve_vertex1,"6.186733,46.170816"
641_Geneve_vertex2,"6.185403,46.172359"
641_Geneve_vertex6,"6.185475,46.169243"
642_Geneve_center,"6.184072,46.173903"
642_Geneve_vertex1,"6.186662,46.173931"
642_Geneve_vertex2,"6.185331,46.175475"
643_Geneve_center,"6.184,46.177018"
643_Geneve_vertex1,"6.18659,46.177047"
643_Geneve_vertex2,"6.185259,46.178591"
644_Geneve_center,"6.183929,46.180134"
644_Geneve_vertex1,"6.186518,46.180163"
644_Geneve_vertex2,"6.185188,46.181707"
645_Geneve_center,"6.183857,46.18325"
645_Geneve_vertex1,"6.186447,46.183279"
645_Geneve_vertex2,"6.185116,46.184822"
646_Geneve_center,"6.183785,46.186366"
646_Geneve_vertex1,"6.186375,46.186395"
646_Geneve_vertex2,"6.185044,46.187938"
647_Geneve_center,"6.183713,46.189482"
647_Geneve_vertex1,"6.186303,46.18951"
647_Geneve_vertex2,"6.184972,46.191054"
648_Geneve_center,"6.183641,46.192597"
648_Geneve_vertex1,"6.186231,46.192626"
648_Geneve_vertex2,"6.1849,46.19417"
649_Geneve_center,"6.183569,46.195713"
649_Geneve_vertex1,"6.18616,46.195742"
649_Geneve_vertex2,"6.184829,46.197285"
650_Geneve_center,"6.183497,46.198829"
650_Geneve_vertex1,"6.186088,46.198858"
650_Geneve_vertex2,"6.184757,46.200401"
651_Geneve_center,"6.183425,46.201945"
651_Geneve_vertex1,"6.186016,46.201973"
651_Geneve_vertex2,"6.184685,46.203517"
652_Geneve_center,"6.183354,46.20506"
652_Geneve_vertex1,"6.185944,46.205089"
652_Geneve_vertex2,"6.184613,46.206633"
653_Geneve_center,"6.183282,46.208176"
653_Geneve_vertex1,"6.185873,46.208205"
653_Geneve_vertex2,"6.184541,46.209748"
654_Geneve_center,"6.18321,46.211292"
654_Geneve_vertex1,"6.185801,46.211321"
654_Geneve_vertex2,"6.184469,46.212864"
655_Geneve_center,"6.183138,46.214408"
655_Geneve_vertex1,"6.185729,46.214436"
655_Geneve_vertex2,"6.184397,46.21598"
656_Geneve_center,"6.183066,46.217523"
656_Geneve_vertex1,"6.185657,46.217552"
656_Geneve_vertex2,"6.184326,46.219096"
657_Geneve_center,"6.182994,46.220639"
657_Geneve_vertex1,"6.185586,46.220668"
657_Geneve_vertex2,"6.184254,46.222211"
658_Geneve_center,"6.182922,46.223755"
658_Geneve_vertex1,"6.185514,46.223784"
658_Geneve_vertex2,"6.184182,46.225327"
659_Geneve_center,"6.18285,46.226871"
659_Geneve_vertex1,"6.185442,46.2269"
659_Geneve_vertex2,"6.18411,46.228443"
660_Geneve_center,"6.182778,46.229987"
660_Geneve_vertex1,"6.18537,46.230015"
660_Geneve_vertex2,"6.184038,46.231559"
661_Geneve_center,"6.182706,46.233102"
661_Geneve_vertex1,"6.185298,46.233131"
661_Geneve_vertex2,"6.183966,46.234675"
662_Geneve_center,"6.182634,46.236218"
662_Geneve_vertex1,"6.185226,46.236247"
662_Geneve_vertex2,"6.183894,46.23779"
663_Geneve_center,"6.182562,46.239334"
663_Geneve_vertex1,"6.185155,46.239363"
663_Geneve_vertex2,"6.183822,46.240906"
664_Geneve_center,"6.187992,46.172388"
664_Geneve_vertex1,"6.190582,46.172417"
664_Geneve_vertex2,"6.189251,46.17396"
664_Geneve_vertex6,"6.189323,46.170844"
665_Geneve_center,"6.187921,46.175504"
665_Geneve_vertex1,"6.19051,46.175532"
665_Geneve_vertex2,"6.18918,46.177076"
666_Geneve_center,"6.187849,46.17862"
666_Geneve_vertex1,"6.190439,46.178648"
666_Geneve_vertex2,"6.189108,46.180192"
667_Geneve_center,"6.187777,46.181735"
667_Geneve_vertex1,"6.190367,46.181764"
667_Geneve_vertex2,"6.189036,46.183308"
668_Geneve_center,"6.187706,46.184851"
668_Geneve_vertex1,"6.190296,46.18488"
668_Geneve_vertex2,"6.188965,46.186423"
669_Geneve_center,"6.187634,46.187967"
669_Geneve_vertex1,"6.190224,46.187996"
669_Geneve_vertex2,"6.188893,46.189539"
670_Geneve_center,"6.187562,46.191083"
670_Geneve_vertex1,"6.190153,46.191111"
670_Geneve_vertex2,"6.188822,46.192655"
671_Geneve_center,"6.187491,46.194198"
671_Geneve_vertex1,"6.190081,46.194227"
671_Geneve_vertex2,"6.18875,46.195771"
672_Geneve_center,"6.187419,46.197314"
672_Geneve_vertex1,"6.19001,46.197343"
672_Geneve_vertex2,"6.188679,46.198886"
673_Geneve_center,"6.187347,46.20043"
673_Geneve_vertex1,"6.189938,46.200459"
673_Geneve_vertex2,"6.188607,46.202002"
674_Geneve_center,"6.187276,46.203546"
674_Geneve_vertex1,"6.189867,46.203574"
674_Geneve_vertex2,"6.188535,46.205118"
675_Geneve_center,"6.187204,46.206661"
675_Geneve_vertex1,"6.189795,46.20669"
675_Geneve_vertex2,"6.188464,46.208234"
676_Geneve_center,"6.187132,46.209777"
676_Geneve_vertex1,"6.189723,46.209806"
676_Geneve_vertex2,"6.188392,46.211349"
677_Geneve_center,"6.187061,46.212893"
677_Geneve_vertex1,"6.189652,46.212922"
677_Geneve_vertex2,"6.18832,46.214465"
678_Geneve_center,"6.186989,46.216009"
678_Geneve_vertex1,"6.18958,46.216037"
678_Geneve_vertex2,"6.188249,46.217581"
679_Geneve_center,"6.186917,46.219125"
679_Geneve_vertex1,"6.189509,46.219153"
679_Geneve_vertex2,"6.188177,46.220697"
680_Geneve_center,"6.186845,46.22224"
680_Geneve_vertex1,"6.189437,46.222269"
680_Geneve_vertex2,"6.188105,46.223813"
681_Geneve_center,"6.186774,46.225356"
681_Geneve_vertex1,"6.189366,46.225385"
681_Geneve_vertex2,"6.188034,46.226928"
682_Geneve_center,"6.186702,46.228472"
682_Geneve_vertex1,"6.189294,46.228501"
682_Geneve_vertex2,"6.187962,46.230044"
683_Geneve_center,"6.18663,46.231588"
683_Geneve_vertex1,"6.189222,46.231616"
683_Geneve_vertex2,"6.18789,46.23316"
684_Geneve_center,"6.186558,46.234703"
684_Geneve_vertex1,"6.189151,46.234732"
684_Geneve_vertex2,"6.187819,46.236276"
685_Geneve_center,"6.186487,46.237819"
685_Geneve_vertex1,"6.189079,46.237848"
685_Geneve_vertex2,"6.187747,46.239391"
686_Geneve_center,"6.191769,46.177105"
686_Geneve_vertex1,"6.194359,46.177133"
686_Geneve_vertex2,"6.193028,46.178677"
686_Geneve_vertex6,"6.1931,46.175561"
687_Geneve_center,"6.191698,46.18022"
687_Geneve_vertex1,"6.194287,46.180249"
687_Geneve_vertex2,"6.192957,46.181793"
688_Geneve_center,"6.191626,46.183336"
688_Geneve_vertex1,"6.194216,46.183365"
688_Geneve_vertex2,"6.192886,46.184908"
689_Geneve_center,"6.191555,46.186452"
689_Geneve_vertex1,"6.194145,46.186481"
689_Geneve_vertex2,"6.192814,46.188024"
690_Geneve_center,"6.191483,46.189568"
690_Geneve_vertex1,"6.194074,46.189596"
690_Geneve_vertex2,"6.192743,46.19114"
691_Geneve_center,"6.191412,46.192683"
691_Geneve_vertex1,"6.194002,46.192712"
691_Geneve_vertex2,"6.192671,46.194256"
692_Geneve_center,"6.191341,46.195799"
692_Geneve_vertex1,"6.193931,46.195828"
692_Geneve_vertex2,"6.1926,46.197371"
693_Geneve_center,"6.191269,46.198915"
693_Geneve_vertex1,"6.19386,46.198944"
693_Geneve_vertex2,"6.192529,46.200487"
694_Geneve_center,"6.191198,46.202031"
694_Geneve_vertex1,"6.193788,46.202059"
694_Geneve_vertex2,"6.192457,46.203603"
695_Geneve_center,"6.191126,46.205147"
695_Geneve_vertex1,"6.193717,46.205175"
695_Geneve_vertex2,"6.192386,46.206719"
696_Geneve_center,"6.191055,46.208262"
696_Geneve_vertex1,"6.193646,46.208291"
696_Geneve_vertex2,"6.192315,46.209835"
697_Geneve_center,"6.190983,46.211378"
697_Geneve_vertex1,"6.193574,46.211407"
697_Geneve_vertex2,"6.192243,46.21295"
698_Geneve_center,"6.190912,46.214494"
698_Geneve_vertex1,"6.193503,46.214523"
698_Geneve_vertex2,"6.192172,46.216066"
699_Geneve_center,"6.19084,46.21761"
699_Geneve_vertex1,"6.193432,46.217638"
699_Geneve_vertex2,"6.1921,46.219182"
700_Geneve_center,"6.190769,46.220725"
700_Geneve_vertex1,"6.19336,46.220754"
700_Geneve_vertex2,"6.192029,46.222298"
701_Geneve_center,"6.190697,46.223841"
701_Geneve_vertex1,"6.193289,46.22387"
701_Geneve_vertex2,"6.191957,46.225413"
702_Geneve_center,"6.190626,46.226957"
702_Geneve_vertex1,"6.193218,46.226986"
702_Geneve_vertex2,"6.191886,46.228529"
703_Geneve_center,"6.190554,46.230073"
703_Geneve_vertex1,"6.193146,46.230101"
703_Geneve_vertex2,"6.191815,46.231645"
704_Geneve_center,"6.190483,46.233189"
704_Geneve_vertex1,"6.193075,46.233217"
704_Geneve_vertex2,"6.191743,46.234761"
705_Geneve_center,"6.195618,46.178705"
705_Geneve_vertex1,"6.198207,46.178734"
705_Geneve_vertex2,"6.196877,46.180278"
705_Geneve_vertex6,"6.196948,46.177162"
706_Geneve_center,"6.195547,46.181821"
706_Geneve_vertex1,"6.198136,46.18185"
706_Geneve_vertex2,"6.196806,46.183393"
707_Geneve_center,"6.195475,46.184937"
707_Geneve_vertex1,"6.198065,46.184965"
707_Geneve_vertex2,"6.196735,46.186509"
708_Geneve_center,"6.195404,46.188053"
708_Geneve_vertex1,"6.197994,46.188081"
708_Geneve_vertex2,"6.196664,46.189625"
709_Geneve_center,"6.195333,46.191168"
709_Geneve_vertex1,"6.197923,46.191197"
709_Geneve_vertex2,"6.196593,46.192741"
710_Geneve_center,"6.195262,46.194284"
710_Geneve_vertex1,"6.197852,46.194313"
710_Geneve_vertex2,"6.196521,46.195856"
711_Geneve_center,"6.195191,46.1974"
711_Geneve_vertex1,"6.197781,46.197429"
711_Geneve_vertex2,"6.19645,46.198972"
712_Geneve_center,"6.195119,46.200516"
712_Geneve_vertex1,"6.19771,46.200544"
712_Geneve_vertex2,"6.196379,46.202088"
713_Geneve_center,"6.195048,46.203632"
713_Geneve_vertex1,"6.197639,46.20366"
713_Geneve_vertex2,"6.196308,46.205204"
714_Geneve_center,"6.194977,46.206747"
714_Geneve_vertex1,"6.197568,46.206776"
714_Geneve_vertex2,"6.196237,46.20832"
715_Geneve_center,"6.194906,46.209863"
715_Geneve_vertex1,"6.197497,46.209892"
715_Geneve_vertex2,"6.196166,46.211435"
716_Geneve_center,"6.194834,46.212979"
716_Geneve_vertex1,"6.197426,46.213007"
716_Geneve_vertex2,"6.196094,46.214551"
717_Geneve_center,"6.194763,46.216095"
717_Geneve_vertex1,"6.197355,46.216123"
717_Geneve_vertex2,"6.196023,46.217667"
718_Geneve_center,"6.194692,46.21921"
718_Geneve_vertex1,"6.197283,46.219239"
718_Geneve_vertex2,"6.195952,46.220783"
719_Geneve_center,"6.194621,46.222326"
719_Geneve_vertex1,"6.197212,46.222355"
719_Geneve_vertex2,"6.195881,46.223898"
720_Geneve_center,"6.194549,46.225442"
720_Geneve_vertex1,"6.197141,46.225471"
720_Geneve_vertex2,"6.19581,46.227014"
721_Geneve_center,"6.194478,46.228558"
721_Geneve_vertex1,"6.19707,46.228586"
721_Geneve_vertex2,"6.195738,46.23013"
722_Geneve_center,"6.194407,46.231674"
722_Geneve_vertex1,"6.196999,46.231702"
722_Geneve_vertex2,"6.195667,46.233246"
723_Geneve_center,"6.199396,46.183422"
723_Geneve_vertex1,"6.201986,46.18345"
723_Geneve_vertex2,"6.200655,46.184994"
723_Geneve_vertex6,"6.200726,46.181878"
724_Geneve_center,"6.199325,46.186538"
724_Geneve_vertex1,"6.201915,46.186566"
724_Geneve_vertex2,"6.200584,46.18811"
725_Geneve_center,"6.199254,46.189653"
725_Geneve_vertex1,"6.201844,46.189682"
725_Geneve_vertex2,"6.200514,46.191225"
726_Geneve_center,"6.199183,46.192769"
726_Geneve_vertex1,"6.201773,46.192798"
726_Geneve_vertex2,"6.200443,46.194341"
727_Geneve_center,"6.199112,46.195885"
727_Geneve_vertex1,"6.201702,46.195913"
727_Geneve_vertex2,"6.200372,46.197457"
728_Geneve_center,"6.199041,46.199001"
728_Geneve_vertex1,"6.201632,46.199029"
728_Geneve_vertex2,"6.200301,46.200573"
729_Geneve_center,"6.19897,46.202116"
729_Geneve_vertex1,"6.201561,46.202145"
729_Geneve_vertex2,"6.20023,46.203689"
730_Geneve_center,"6.198899,46.205232"
730_Geneve_vertex1,"6.20149,46.205261"
730_Geneve_vertex2,"6.200159,46.206804"
731_Geneve_center,"6.198828,46.208348"
731_Geneve_vertex1,"6.201419,46.208376"
731_Geneve_vertex2,"6.200088,46.20992"
732_Geneve_center,"6.198757,46.211464"
732_Geneve_vertex1,"6.201348,46.211492"
732_Geneve_vertex2,"6.200017,46.213036"
733_Geneve_center,"6.198686,46.21458"
733_Geneve_vertex1,"6.201277,46.214608"
733_Geneve_vertex2,"6.199946,46.216152"
734_Geneve_center,"6.198615,46.217695"
734_Geneve_vertex1,"6.201206,46.217724"
734_Geneve_vertex2,"6.199875,46.219267"
735_Geneve_center,"6.198544,46.220811"
735_Geneve_vertex1,"6.201135,46.22084"
735_Geneve_vertex2,"6.199804,46.222383"
736_Geneve_center,"6.198473,46.223927"
736_Geneve_vertex1,"6.201064,46.223955"
736_Geneve_vertex2,"6.199733,46.225499"
737_Geneve_center,"6.198402,46.227043"
737_Geneve_vertex1,"6.200994,46.227071"
737_Geneve_vertex2,"6.199662,46.228615"
738_Geneve_center,"6.203175,46.188138"
738_Geneve_vertex1,"6.205765,46.188166"
738_Geneve_vertex2,"6.204434,46.18971"
738_Geneve_vertex6,"6.204505,46.186594"
739_Geneve_center,"6.203104,46.191254"
739_Geneve_vertex1,"6.205694,46.191282"
739_Geneve_vertex2,"6.204364,46.192826"
740_Geneve_center,"6.203033,46.19437"
740_Geneve_vertex1,"6.205623,46.194398"
740_Geneve_vertex2,"6.204293,46.195942"
741_Geneve_center,"6.202962,46.197485"
741_Geneve_vertex1,"6.205553,46.197514"
741_Geneve_vertex2,"6.204222,46.199058"
742_Geneve_center,"6.202891,46.200601"
742_Geneve_vertex1,"6.205482,46.20063"
742_Geneve_vertex2,"6.204151,46.202173"
743_Geneve_center,"6.202821,46.203717"
743_Geneve_vertex1,"6.205412,46.203745"
743_Geneve_vertex2,"6.204081,46.205289"
744_Geneve_center,"6.20275,46.206833"
744_Geneve_vertex1,"6.205341,46.206861"
744_Geneve_vertex2,"6.20401,46.208405"
745_Geneve_center,"6.202679,46.209949"
745_Geneve_vertex1,"6.20527,46.209977"
745_Geneve_vertex2,"6.203939,46.211521"
746_Geneve_center,"6.202608,46.213064"
746_Geneve_vertex1,"6.2052,46.213093"
746_Geneve_vertex2,"6.203869,46.214636"
747_Geneve_center,"6.202537,46.21618"
747_Geneve_vertex1,"6.205129,46.216208"
747_Geneve_vertex2,"6.203798,46.217752"
748_Geneve_center,"6.202467,46.219296"
748_Geneve_vertex1,"6.205058,46.219324"
748_Geneve_vertex2,"6.203727,46.220868"
749_Geneve_center,"6.202396,46.222412"
749_Geneve_vertex1,"6.204987,46.22244"
749_Geneve_vertex2,"6.203656,46.223984"
750_Geneve_center,"6.206813,46.199086"
750_Geneve_vertex1,"6.209403,46.199114"
750_Geneve_vertex2,"6.208073,46.200658"
750_Geneve_vertex6,"6.208143,46.197542"
751_Geneve_center,"6.206742,46.202202"
751_Geneve_vertex1,"6.209333,46.20223"
751_Geneve_vertex2,"6.208002,46.203774"
752_Geneve_center,"6.206672,46.205317"
752_Geneve_vertex1,"6.209263,46.205346"
752_Geneve_vertex2,"6.207932,46.206889"
753_Geneve_center,"6.206601,46.208433"
753_Geneve_vertex1,"6.209192,46.208461"
753_Geneve_vertex2,"6.207861,46.210005"
754_Geneve_center,"6.20653,46.211549"
754_Geneve_vertex1,"6.209122,46.211577"
754_Geneve_vertex2,"6.207791,46.213121"
